time;humantime;traffic_in;traffic_out;memory_size;memory_used;security_error;cpu0;cpu1;cpu2;cpu3;cpu4;cpu5;cpu6;cpu7;cpu8;disk_used;disk_size
1515030986;04/01/2018 02:56;494943.000000;101213.000000;9679530000.000000;13958600000.000000;0.000000;62.390000;51.870000;48.940000;51.300000;54.010000;65.470000;47.990000;;;19411900000.000000;132070000000.000000
1515031286;04/01/2018 03:01;155465.000000;315731.000000;9679530000.000000;13958600000.000000;0.000000;64.440000;;;;;;;;;19411900000.000000;132070000000.000000
1515031586;04/01/2018 03:06;143732.000000;103845.000000;9679530000.000000;13958600000.000000;0.000000;58.070000;47.750000;;;;;;;;19411900000.000000;132070000000.000000
1515031886;04/01/2018 03:11;48013.000000;101975.000000;9679530000.000000;13958600000.000000;0.000000;64.450000;;;;;;;;;19279800000.000000;132070000000.000000
1515032186;04/01/2018 03:16;675035.000000;679475.000000;9679530000.000000;13958600000.000000;0.000000;77.560000;59.460000;62.050000;;;;;;;19279800000.000000;132070000000.000000
1515032486;04/01/2018 03:21;700300.000000;107961.000000;9679530000.000000;13958600000.000000;0.000000;74.990000;49.010000;55.680000;55.020000;69.810000;65.090000;53.340000;68.550000;;19279800000.000000;132070000000.000000
1515032786;04/01/2018 03:26;996585.000000;123262.000000;9679530000.000000;13958600000.000000;0.000000;67.190000;61.770000;73.880000;;;;;;;19279800000.000000;132070000000.000000
1515033086;04/01/2018 03:31;266934.000000;811385.000000;9679530000.000000;13958600000.000000;0.000000;70.080000;65.950000;63.840000;67.840000;60.990000;80.880000;51.140000;69.410000;76.040000;19279800000.000000;132070000000.000000
1515033386;04/01/2018 03:36;1398270.000000;159625.000000;9679530000.000000;13958600000.000000;0.000000;73.090000;66.790000;68.380000;54.760000;;;;;;19279800000.000000;132070000000.000000
1515033686;04/01/2018 03:41;306170.000000;147253.000000;9679530000.000000;13958600000.000000;0.000000;53.200000;59.890000;51.270000;57.060000;74.500000;52.000000;66.130000;71.460000;62.450000;19147700000.000000;132070000000.000000
1515033986;04/01/2018 03:46;136047.000000;905406.000000;9679530000.000000;13958600000.000000;0.000000;58.100000;73.630000;51.950000;52.630000;55.190000;73.230000;71.840000;51.540000;68.780000;19147700000.000000;132070000000.000000
1515034286;04/01/2018 03:51;82291.000000;253944.000000;9679530000.000000;13958600000.000000;0.000000;61.250000;72.470000;66.630000;53.330000;58.510000;61.110000;67.170000;54.630000;;19147700000.000000;132070000000.000000
1515034586;04/01/2018 03:56;20441.000000;533031.000000;9679530000.000000;13958600000.000000;0.000000;66.010000;;;;;;;;;19147700000.000000;132070000000.000000
1515034886;04/01/2018 04:01;880048.000000;189487.000000;9679530000.000000;13958600000.000000;0.000000;58.700000;72.350000;60.580000;45.840000;58.090000;61.890000;;;;19147700000.000000;132070000000.000000
1515035186;04/01/2018 04:06;231511.000000;117821.000000;9679530000.000000;13958600000.000000;3.000000;74.780000;;;;;;;;;19279800000.000000;132070000000.000000
1515035486;04/01/2018 04:11;78688.000000;6389.000000;9679530000.000000;13958600000.000000;0.000000;50.240000;49.330000;54.210000;63.580000;62.160000;60.690000;74.770000;79.500000;;19147700000.000000;132070000000.000000
1515035786;04/01/2018 04:16;404309.000000;67094.000000;9679530000.000000;13958600000.000000;0.000000;47.810000;52.050000;49.020000;57.470000;65.470000;;;;;19147700000.000000;132070000000.000000
1515036086;04/01/2018 04:21;1048600.000000;1214620.000000;9679530000.000000;13958600000.000000;0.000000;61.750000;64.560000;52.400000;72.830000;69.230000;;;;;19147700000.000000;132070000000.000000
1515036386;04/01/2018 04:26;50759.000000;226455.000000;9679530000.000000;13958600000.000000;0.000000;69.970000;76.310000;59.710000;;;;;;;19147700000.000000;132070000000.000000
1515036686;04/01/2018 04:31;51985.000000;1182660.000000;9679530000.000000;13958600000.000000;0.000000;74.750000;55.630000;55.880000;47.250000;;;;;;19147700000.000000;132070000000.000000
1515036986;04/01/2018 04:36;901245.000000;926324.000000;9679530000.000000;13958600000.000000;0.000000;61.260000;70.750000;67.980000;59.190000;60.140000;48.760000;52.750000;;;19147700000.000000;132070000000.000000
1515037286;04/01/2018 04:41;170222.000000;689581.000000;9679530000.000000;13958600000.000000;0.000000;62.510000;55.330000;70.970000;;;;;;;19147700000.000000;132070000000.000000
1515037586;04/01/2018 04:46;91976.000000;72372.000000;9679530000.000000;13958600000.000000;0.000000;54.240000;62.450000;51.790000;45.140000;67.290000;;;;;19147700000.000000;132070000000.000000
1515037886;04/01/2018 04:51;136293.000000;53268.000000;9679530000.000000;13958600000.000000;0.000000;60.980000;61.760000;53.620000;61.710000;58.390000;55.950000;;;;19147700000.000000;132070000000.000000
1515038186;04/01/2018 04:56;1036340.000000;754451.000000;9679530000.000000;13958600000.000000;0.000000;54.770000;67.060000;72.720000;46.700000;76.370000;60.520000;54.830000;51.390000;;19147700000.000000;132070000000.000000
1515038486;04/01/2018 05:01;88656.000000;123945.000000;9679530000.000000;13958600000.000000;0.000000;57.990000;71.120000;66.710000;63.850000;46.200000;66.400000;54.310000;52.800000;64.310000;19147700000.000000;132070000000.000000
1515038786;04/01/2018 05:06;140297.000000;110196.000000;9679530000.000000;13958600000.000000;0.000000;52.250000;73.070000;58.010000;69.990000;66.910000;58.200000;42.700000;;;19015700000.000000;132070000000.000000
1515039086;04/01/2018 05:11;2759.000000;967242.000000;9679530000.000000;13958600000.000000;0.000000;68.880000;51.260000;;;;;;;;19015700000.000000;132070000000.000000
1515039386;04/01/2018 05:16;21552.000000;162130.000000;2108220000.000000;13958600000.000000;0.000000;63.000000;70.310000;67.760000;63.880000;62.170000;46.310000;;;;19015700000.000000;132070000000.000000
1515039686;04/01/2018 05:21;74163.000000;27939.000000;2108220000.000000;13958600000.000000;0.000000;65.040000;64.450000;71.370000;62.370000;53.870000;53.030000;64.830000;57.720000;;19015700000.000000;132070000000.000000
1515039986;04/01/2018 05:26;109736.000000;1146400.000000;692196000.000000;13958600000.000000;0.000000;76.300000;54.280000;;;;;;;;19015700000.000000;132070000000.000000
1515040286;04/01/2018 05:31;51229.000000;95593.000000;692196000.000000;13958600000.000000;0.000000;64.380000;;;;;;;;;19147700000.000000;132070000000.000000
1515040586;04/01/2018 05:36;61172.000000;75986.000000;692196000.000000;13958600000.000000;0.000000;54.870000;80.470000;73.420000;47.670000;58.770000;65.760000;59.680000;;;19147700000.000000;132070000000.000000
1515040886;04/01/2018 05:41;12774.000000;954868.000000;692196000.000000;13958600000.000000;0.000000;57.690000;73.520000;43.350000;;;;;;;19015700000.000000;132070000000.000000
1515041186;04/01/2018 05:46;816736.000000;707832.000000;692196000.000000;13958600000.000000;0.000000;66.420000;61.730000;;;;;;;;19015700000.000000;132070000000.000000
1515041486;04/01/2018 05:51;251335.000000;4013.000000;692196000.000000;13958600000.000000;0.000000;81.390000;57.410000;;;;;;;;19015700000.000000;132070000000.000000
1515041786;04/01/2018 05:56;402575.000000;412996.000000;379388000.000000;13958600000.000000;0.000000;77.560000;;;;;;;;;19015700000.000000;132070000000.000000
1515042086;04/01/2018 06:01;36896.000000;340744.000000;379388000.000000;13958600000.000000;0.000000;69.080000;54.380000;66.800000;73.510000;58.590000;;;;;19015700000.000000;132070000000.000000
1515042386;04/01/2018 06:06;176815.000000;1053740.000000;379388000.000000;13958600000.000000;0.000000;49.000000;73.070000;54.380000;56.030000;73.930000;41.710000;;;;19015700000.000000;132070000000.000000
1515042686;04/01/2018 06:11;923917.000000;297159.000000;379388000.000000;13958600000.000000;0.000000;57.930000;47.700000;;;;;;;;19015700000.000000;132070000000.000000
1515042986;04/01/2018 06:16;42221.000000;1331100.000000;379388000.000000;13958600000.000000;0.000000;48.980000;49.160000;70.730000;53.890000;48.560000;53.910000;50.340000;71.120000;55.050000;19015700000.000000;132070000000.000000
1515043286;04/01/2018 06:21;51519.000000;73498.000000;379388000.000000;13958600000.000000;0.000000;62.760000;61.730000;63.200000;56.750000;;;;;;19015700000.000000;132070000000.000000
1515043586;04/01/2018 06:26;174094.000000;1870610.000000;379388000.000000;13958600000.000000;0.000000;67.020000;60.300000;66.270000;54.860000;49.800000;68.090000;52.290000;46.840000;;19147700000.000000;132070000000.000000
1515043886;04/01/2018 06:31;603194.000000;692268.000000;379388000.000000;13958600000.000000;0.000000;71.570000;69.300000;;;;;;;;19147700000.000000;132070000000.000000
1515044186;04/01/2018 06:36;62620.000000;247580.000000;379388000.000000;13958600000.000000;0.000000;55.280000;62.350000;72.790000;;;;;;;19147700000.000000;132070000000.000000
1515044486;04/01/2018 06:41;1102670.000000;181417.000000;379388000.000000;13958600000.000000;0.000000;56.250000;77.850000;53.270000;75.570000;57.540000;66.750000;67.270000;75.030000;75.040000;19147700000.000000;132070000000.000000
1515044786;04/01/2018 06:46;342797.000000;706312.000000;202097000.000000;13958600000.000000;0.000000;60.960000;56.020000;50.540000;73.640000;;;;;;19147700000.000000;132070000000.000000
1515045086;04/01/2018 06:51;136868.000000;112912.000000;202097000.000000;13958600000.000000;0.000000;67.690000;;;;;;;;;19147700000.000000;132070000000.000000
1515045386;04/01/2018 06:56;696533.000000;2196890.000000;202097000.000000;13958600000.000000;0.000000;57.660000;55.480000;65.050000;74.020000;76.390000;61.390000;75.950000;53.890000;;19147700000.000000;132070000000.000000
1515045686;04/01/2018 07:01;303687.000000;409442.000000;202097000.000000;13958600000.000000;0.000000;55.340000;72.340000;80.040000;71.700000;53.590000;;;;;19147700000.000000;132070000000.000000
1515045986;04/01/2018 07:06;1079070.000000;222736.000000;202097000.000000;13958600000.000000;0.000000;70.360000;49.180000;63.130000;58.980000;66.220000;62.770000;49.280000;53.650000;50.010000;19147700000.000000;132070000000.000000
1515046286;04/01/2018 07:11;1397140.000000;197803.000000;202097000.000000;13958600000.000000;0.000000;58.360000;56.200000;56.870000;60.140000;65.370000;;;;;19147700000.000000;132070000000.000000
1515046586;04/01/2018 07:16;231444.000000;1654140.000000;202097000.000000;13958600000.000000;0.000000;64.950000;64.150000;59.780000;61.240000;66.610000;;;;;19279800000.000000;132070000000.000000
1515046886;04/01/2018 07:21;290467.000000;2194910.000000;202097000.000000;13958600000.000000;0.000000;48.450000;52.240000;44.830000;;;;;;;19279800000.000000;132070000000.000000
1515047186;04/01/2018 07:26;169574.000000;657014.000000;202097000.000000;13958600000.000000;0.000000;62.180000;57.240000;73.370000;60.150000;73.240000;44.530000;63.350000;;;19279800000.000000;132070000000.000000
1515047486;04/01/2018 07:31;277820.000000;1759730.000000;202097000.000000;13958600000.000000;0.000000;74.380000;51.580000;55.050000;81.830000;;;;;;19279800000.000000;132070000000.000000
1515047786;04/01/2018 07:36;1867320.000000;311166.000000;202097000.000000;13958600000.000000;0.000000;58.850000;67.120000;60.180000;51.120000;;;;;;131979000000.000000;132070000000.000000
1515048086;04/01/2018 07:41;699692.000000;81694.000000;68513000.000000;13958600000.000000;0.000000;62.630000;60.370000;51.360000;63.180000;74.490000;73.020000;69.310000;76.620000;;19711200000.000000;132070000000.000000
1515048386;04/01/2018 07:46;114335.000000;104644.000000;68513000.000000;13958600000.000000;0.000000;62.780000;77.790000;56.370000;63.680000;;;;;;19843300000.000000;132070000000.000000
1515048686;04/01/2018 07:51;102687.000000;662627.000000;68513000.000000;13958600000.000000;0.000000;69.370000;51.760000;69.370000;63.650000;;;;;;19843300000.000000;132070000000.000000
1515048986;04/01/2018 07:56;229576.000000;25784.000000;7094650000.000000;13958600000.000000;0.000000;45.240000;69.140000;63.140000;70.370000;53.640000;;;;;19843300000.000000;132070000000.000000
1515049286;04/01/2018 08:01;855821.000000;4078590.000000;7094650000.000000;13958600000.000000;0.000000;70.870000;63.420000;56.520000;56.490000;57.770000;64.840000;;;;19843300000.000000;132070000000.000000
1515049587;04/01/2018 08:06;1301480.000000;4950330.000000;7094650000.000000;13958600000.000000;0.000000;58.370000;65.670000;81.070000;68.550000;73.510000;;;;;19843300000.000000;132070000000.000000
1515049887;04/01/2018 08:11;1001440.000000;5551150.000000;7094650000.000000;13958600000.000000;0.000000;62.260000;66.700000;;;;;;;;19843300000.000000;132070000000.000000
1515050187;04/01/2018 08:16;712294.000000;5812020.000000;7094650000.000000;13958600000.000000;0.000000;73.320000;62.400000;74.320000;49.580000;;;;;;19843300000.000000;132070000000.000000
1515050487;04/01/2018 08:21;436447.000000;6192300.000000;7094650000.000000;13958600000.000000;0.000000;50.650000;70.300000;66.900000;69.600000;73.270000;60.470000;43.860000;;;19843300000.000000;132070000000.000000
1515050787;04/01/2018 08:26;8691830.000000;4379460.000000;7094650000.000000;13958600000.000000;0.000000;65.910000;63.810000;70.120000;58.290000;;;;;;19843300000.000000;132070000000.000000
1515051087;04/01/2018 08:31;9469320.000000;4693980.000000;7094650000.000000;13958600000.000000;0.000000;50.770000;60.810000;66.530000;65.420000;56.170000;55.600000;;;;19843300000.000000;132070000000.000000
1515051387;04/01/2018 08:36;7502080.000000;4036700.000000;7094650000.000000;13958600000.000000;0.000000;51.600000;53.570000;49.520000;52.800000;64.870000;50.360000;68.170000;60.050000;;19843300000.000000;132070000000.000000
1515051687;04/01/2018 08:41;7426440.000000;3772680.000000;7094650000.000000;13958600000.000000;0.000000;71.470000;50.920000;59.930000;80.900000;74.890000;47.870000;64.000000;56.410000;59.850000;19843300000.000000;132070000000.000000
1515051987;04/01/2018 08:46;7983590.000000;2042840.000000;7094650000.000000;13958600000.000000;0.000000;59.970000;73.180000;65.380000;67.440000;55.990000;63.370000;77.430000;53.130000;56.420000;19711200000.000000;132070000000.000000
1515052287;04/01/2018 08:51;6459840.000000;191042.000000;7094650000.000000;13958600000.000000;0.000000;47.940000;63.890000;;;;;;;;19579100000.000000;132070000000.000000
1515052587;04/01/2018 08:56;5862840.000000;534405.000000;5062790000.000000;13958600000.000000;0.000000;80.040000;56.320000;52.010000;67.380000;72.900000;56.030000;55.340000;51.830000;;19711200000.000000;132070000000.000000
1515052887;04/01/2018 09:01;4935600.000000;4656650.000000;5062790000.000000;13958600000.000000;0.000000;44.780000;52.790000;71.460000;48.380000;50.420000;;;;;19711200000.000000;132070000000.000000
1515053187;04/01/2018 09:06;5568780.000000;3284150.000000;5062790000.000000;13958600000.000000;0.000000;45.100000;48.620000;75.260000;79.260000;59.660000;66.600000;74.550000;;;19711200000.000000;132070000000.000000
1515053487;04/01/2018 09:11;6398200.000000;2101520.000000;5062790000.000000;13958600000.000000;0.000000;50.240000;;;;;;;;;19579100000.000000;132070000000.000000
1515053787;04/01/2018 09:16;5236060.000000;1962870.000000;5062790000.000000;13958600000.000000;0.000000;61.160000;50.100000;73.510000;;;;;;;19579100000.000000;132070000000.000000
1515054087;04/01/2018 09:21;4769790.000000;2687610.000000;5062790000.000000;13958600000.000000;0.000000;81.690000;72.340000;65.940000;59.420000;64.650000;59.630000;61.790000;;;19579100000.000000;132070000000.000000
1515054387;04/01/2018 09:26;5014030.000000;748460.000000;2221330000.000000;13958600000.000000;0.000000;56.660000;65.290000;49.600000;49.240000;45.900000;57.960000;73.380000;64.860000;74.300000;19579100000.000000;132070000000.000000
1515054687;04/01/2018 09:31;3570420.000000;961438.000000;2221330000.000000;13958600000.000000;0.000000;67.960000;67.090000;66.550000;53.860000;42.370000;65.690000;53.780000;71.830000;70.320000;19711200000.000000;132070000000.000000
1515054987;04/01/2018 09:36;2255420.000000;892823.000000;474597000.000000;13958600000.000000;0.000000;67.610000;77.930000;;;;;;;;19711200000.000000;132070000000.000000
1515055287;04/01/2018 09:41;3217010.000000;4959310.000000;474597000.000000;13958600000.000000;0.000000;71.550000;61.160000;53.850000;55.710000;54.620000;68.600000;71.010000;48.900000;;19711200000.000000;132070000000.000000
1515055587;04/01/2018 09:46;1371400.000000;5887100.000000;474597000.000000;13958600000.000000;0.000000;56.780000;53.410000;52.010000;;;;;;;19711200000.000000;132070000000.000000
1515055887;04/01/2018 09:51;1414550.000000;5075580.000000;474597000.000000;13958600000.000000;0.000000;59.240000;68.220000;72.540000;57.810000;;;;;;19711200000.000000;132070000000.000000
1515056187;04/01/2018 09:56;1723550.000000;5134810.000000;474597000.000000;13958600000.000000;0.000000;51.530000;;;;;;;;;19711200000.000000;132070000000.000000
1515056487;04/01/2018 10:01;2153320.000000;3174670.000000;474597000.000000;13958600000.000000;0.000000;47.850000;75.630000;;;;;;;;19711200000.000000;132070000000.000000
1515056787;04/01/2018 10:06;1065760.000000;2920780.000000;474597000.000000;13958600000.000000;0.000000;59.370000;;;;;;;;;19711200000.000000;132070000000.000000
1515057087;04/01/2018 10:11;177041.000000;2749140.000000;474597000.000000;13958600000.000000;0.000000;48.970000;58.610000;64.340000;62.000000;69.120000;67.860000;74.640000;;;19843300000.000000;132070000000.000000
1515057387;04/01/2018 10:16;807129.000000;2207580.000000;474597000.000000;13958600000.000000;0.000000;62.240000;75.090000;67.230000;67.370000;;;;;;19843300000.000000;132070000000.000000
1515057687;04/01/2018 10:21;1351560.000000;898543.000000;474597000.000000;13958600000.000000;0.000000;58.380000;57.740000;;;;;;;;19843300000.000000;132070000000.000000
1515057987;04/01/2018 10:26;855007.000000;1055600.000000;474597000.000000;13958600000.000000;0.000000;63.220000;82.020000;63.050000;67.190000;80.920000;54.800000;54.090000;78.730000;76.500000;19843300000.000000;132070000000.000000
1515058287;04/01/2018 10:31;6525250.000000;571958.000000;474597000.000000;13958600000.000000;0.000000;45.320000;52.290000;;;;;;;;19843300000.000000;132070000000.000000
1515058587;04/01/2018 10:36;6932090.000000;3550690.000000;474597000.000000;13958600000.000000;0.000000;50.180000;58.590000;68.890000;67.250000;69.910000;;;;;19843300000.000000;132070000000.000000
1515058887;04/01/2018 10:41;7104910.000000;3621560.000000;474597000.000000;13958600000.000000;0.000000;62.470000;;;;;;;;;19975300000.000000;132070000000.000000
1515059187;04/01/2018 10:46;6895730.000000;2608920.000000;474597000.000000;13958600000.000000;0.000000;48.100000;75.200000;61.370000;73.400000;72.620000;67.360000;59.880000;67.440000;;19975300000.000000;132070000000.000000
1515059487;04/01/2018 10:51;7594610.000000;2206020.000000;474597000.000000;13958600000.000000;0.000000;54.330000;71.560000;75.520000;54.210000;78.680000;46.000000;51.570000;50.760000;;19843300000.000000;132070000000.000000
1515059787;04/01/2018 10:56;8022610.000000;2387980.000000;474597000.000000;13958600000.000000;0.000000;52.740000;51.870000;55.380000;72.370000;;;;;;19843300000.000000;132070000000.000000
1515060087;04/01/2018 11:01;6634180.000000;1247500.000000;474597000.000000;13958600000.000000;6.000000;45.550000;65.080000;;;;;;;;19975300000.000000;132070000000.000000
1515060387;04/01/2018 11:06;5277070.000000;1841850.000000;474597000.000000;13958600000.000000;0.000000;64.670000;70.250000;;;;;;;;19975300000.000000;132070000000.000000
1515060687;04/01/2018 11:11;5596400.000000;1406860.000000;474597000.000000;13958600000.000000;0.000000;46.790000;52.350000;72.330000;75.630000;65.050000;48.280000;;;;19975300000.000000;132070000000.000000
1515060987;04/01/2018 11:16;6566300.000000;754790.000000;474597000.000000;13958600000.000000;0.000000;56.820000;67.070000;53.570000;69.220000;62.430000;47.500000;;;;19975300000.000000;132070000000.000000
1515061287;04/01/2018 11:21;7153170.000000;179026.000000;474597000.000000;13958600000.000000;0.000000;73.940000;54.530000;57.160000;71.570000;55.320000;;;;;19975300000.000000;132070000000.000000
1515061587;04/01/2018 11:26;6291020.000000;583459.000000;474597000.000000;13958600000.000000;0.000000;75.780000;76.900000;;;;;;;;19975300000.000000;132070000000.000000
1515061887;04/01/2018 11:31;6626040.000000;1148760.000000;474597000.000000;13958600000.000000;0.000000;52.060000;83.400000;;;;;;;;19975300000.000000;132070000000.000000
1515062187;04/01/2018 11:36;5471900.000000;1669770.000000;474597000.000000;13958600000.000000;0.000000;73.630000;47.200000;58.770000;58.180000;64.430000;77.340000;72.110000;69.910000;;19975300000.000000;132070000000.000000
1515062487;04/01/2018 11:41;5550660.000000;997527.000000;474597000.000000;13958600000.000000;0.000000;52.330000;68.740000;67.900000;62.990000;63.390000;73.560000;50.940000;73.710000;68.100000;19975300000.000000;132070000000.000000
1515062787;04/01/2018 11:46;5434810.000000;152231.000000;474597000.000000;13958600000.000000;0.000000;52.730000;51.580000;69.320000;54.680000;56.970000;62.580000;;;;19975300000.000000;132070000000.000000
1515063087;04/01/2018 11:51;3742240.000000;1050390.000000;474597000.000000;13958600000.000000;0.000000;62.530000;61.250000;49.360000;70.220000;59.160000;65.150000;;;;19975300000.000000;132070000000.000000
1515063387;04/01/2018 11:56;1942620.000000;1101190.000000;474597000.000000;13958600000.000000;0.000000;58.980000;70.930000;54.900000;60.270000;60.440000;59.300000;61.420000;;;19975300000.000000;132070000000.000000
1515063687;04/01/2018 12:01;2683440.000000;1413340.000000;474597000.000000;13958600000.000000;0.000000;64.750000;52.270000;67.440000;53.840000;60.810000;;;;;19975300000.000000;132070000000.000000
1515063987;04/01/2018 12:06;3510080.000000;1595760.000000;474597000.000000;13958600000.000000;0.000000;68.120000;53.060000;54.030000;;;;;;;19975300000.000000;132070000000.000000
1515064287;04/01/2018 12:11;3920330.000000;2339860.000000;474597000.000000;13958600000.000000;0.000000;68.830000;;;;;;;;;19975300000.000000;132070000000.000000
